chr	start	end	gene_id	strand	PAS
chr7	151190872	151205496	ENSG00000278685.4	-	151190872
chr7	151207836	151210488	ENSG00000285480.2	-	151207836
chr7	151409160	151413354	ENSG00000243836.7	+	151413354
chr7	151806489	151810820	ENSG00000242048.3	+	151810820
chr7	152435694	152443176	ENSG00000241735.2	+	152443176
chr7	155295917	155297541	ENSG00000273117.1	-	155295917
chr7	155356984	155367934	ENSG00000204960.7	-	155356984
chr7	157006306	157007132	ENSG00000235029.1	+	157007132
chr7	157010804	157016426	ENSG00000243479.3	+	157016426
chr7	157109979	157111072	ENSG00000269446.2	+	157111072
chr7	157466230	157499716	ENSG00000234210.1	+	157499716
chr7	157868537	157869154	ENSG00000272839.1	+	157869154
chr8	72600	79775	ENSG00000253896.3	+	79775
chr8	233118	233692	ENSG00000272812.1	+	233692
chr8	1018756	1019704	ENSG00000282692.1	+	1019704
chr8	1296033	1302607	ENSG00000275427.1	-	1296033
chr8	1368641	1369833	ENSG00000260721.1	-	1368641
chr8	1373684	1381394	ENSG00000282160.1	+	1381394
chr8	1758207	1760447	ENSG00000282021.1	-	1758207
chr8	1974817	1975314	ENSG00000270988.1	+	1975314
chr8	2045045	2165552	ENSG00000036448.10	+	2165552
chr8	5506067	5509126	ENSG00000253510.1	-	5506067
chr8	6935819	6938306	ENSG00000164821.5	-	6935819
chr8	6996765	6999198	ENSG00000240247.8	-	6996765
chr8	7015868	7018297	ENSG00000239839.7	-	7015868
chr8	7414854	7416863	ENSG00000177257.3	-	7414854
chr8	7428887	7430348	ENSG00000177243.3	-	7428887
chr8	7482503	7486400	ENSG00000187082.2	-	7482503
chr8	7825138	7829053	ENSG00000186579.3	+	7829053
chr8	9158062	9158621	ENSG00000279949.1	+	9158621
chr8	9180250	9182519	ENSG00000253252.2	-	9180250
chr8	9255348	9260295	ENSG00000253887.1	-	9255348
chr8	9903387	9903472	ENSG00000284321.1	-	9903387
chr8	10050484	10054254	ENSG00000260093.1	-	10050484
chr8	9984003	10055041	ENSG00000286622.1	-	9984003
chr8	10606348	10712187	ENSG00000183638.6	-	10606348
chr8	10672627	10700590	ENSG00000171060.11	+	10700590
chr8	10856084	10859436	ENSG00000280294.1	-	10856084
chr8	11421475	11475908	ENSG00000154319.16	-	11421475
chr8	11368401	11438658	ENSG00000184608.9	+	11438658
chr8	11576256	11582817	ENSG00000170983.4	+	11582817
chr8	11993173	12000752	ENSG00000205882.9	-	11993173
chr8	12089337	12115516	ENSG00000215343.8	+	12115516
chr8	12412826	12414373	ENSG00000270074.1	+	12414373
chr8	12794242	12818292	ENSG00000255494.2	+	12818292
chr8	13566868	13568288	ENSG00000164743.5	+	13568288
chr8	14161083	14165359	ENSG00000254575.2	+	14165359
chr8	16992180	17002345	ENSG00000078579.9	-	16992180
chr8	17510612	17511300	ENSG00000279932.1	+	17511300
chr8	18720904	18734405	ENSG00000187229.3	+	18734405
chr8	18864680	18865247	ENSG00000278886.1	-	18864680
chr8	19091702	19145449	ENSG00000254242.2	+	19145449
chr8	19084991	19259469	ENSG00000253557.6	-	19084991
chr8	19277283	19277573	ENSG00000279919.1	+	19277573
chr8	19375127	19375622	ENSG00000279858.1	-	19375127
chr8	20246164	20303963	ENSG00000061337.16	-	20246164
chr8	20275772	20290458	ENSG00000253733.3	+	20290458
chr8	21129989	21130100	ENSG00000280215.1	-	21129989
chr8	22679012	22684009	ENSG00000261026.1	-	22679012
chr8	24384284	24406013	ENSG00000134028.14	+	24406013
chr8	25419257	25424654	ENSG00000147437.10	-	25419257
chr8	25834128	25840135	ENSG00000254178.1	-	25834128
chr8	28021963	28083936	ENSG00000189233.12	-	28021963
chr8	29352419	29353170	ENSG00000260253.1	-	29352419
chr8	29920559	29953724	ENSG00000253279.6	+	29953724
chr8	30155827	30156633	ENSG00000271869.2	-	30155827
chr8	30552344	30553766	ENSG00000279041.1	+	30553766
chr8	31275541	31390805	ENSG00000253377.2	+	31390805
chr8	32440703	32448803	ENSG00000254049.2	+	32448803
chr8	33473385	33513185	ENSG00000129696.13	-	33473385
chr8	33547753	33567128	ENSG00000133874.2	-	33547753
chr8	33591329	33600023	ENSG00000133878.9	-	33591329
chr8	35254343	35256605	ENSG00000279099.1	+	35256605
chr8	36004315	36095046	ENSG00000253524.1	-	36004315
chr8	37559991	37567477	ENSG00000254111.3	+	37567477
chr8	37717578	37733756	ENSG00000253181.2	+	37733756
chr8	37734760	37737426	ENSG00000183154.1	-	37734760
chr8	38062880	38063791	ENSG00000260949.1	+	38063791
chr8	38099470	38099931	ENSG00000272128.1	+	38099931
chr8	38163334	38176730	ENSG00000175324.10	-	38163334
chr8	38335980	38337551	ENSG00000254898.1	+	38337551
chr8	38408047	38408742	ENSG00000272159.1	-	38408047
chr8	38974227	38988663	ENSG00000169495.5	+	38988663
chr8	39314590	39417378	ENSG00000196115.13	+	39417378
chr8	39522975	39580134	ENSG00000254067.2	+	39580134
chr8	39743734	39838227	ENSG00000104755.16	-	39743734
chr8	39914228	39915721	ENSG00000253838.1	+	39915721
chr8	39934613	40016392	ENSG00000188676.15	+	40016392
chr8	40530589	40897833	ENSG00000165061.15	-	40530589
chr8	42151771	42152763	ENSG00000261449.1	-	42151771
chr8	42174717	42207709	ENSG00000104368.19	-	42174717
chr8	42338453	42371808	ENSG00000070501.12	+	42371808
chr8	42374062	42377229	ENSG00000104371.5	-	42374062
chr8	42537528	42538304	ENSG00000254165.1	-	42537528
chr8	43493936	43494762	ENSG00000254069.2	+	43494762
chr8	48551526	48556441	ENSG00000253688.2	-	48551526
chr8	49054310	49076093	ENSG00000168333.14	+	49076093
chr8	49496762	49512180	ENSG00000253380.1	-	49496762
chr8	49536385	49554414	ENSG00000253206.1	-	49536385
chr8	49906862	49907446	ENSG00000271148.1	-	49906862
chr8	51950283	51950690	ENSG00000272024.1	+	51950690
chr8	52194361	52199580	ENSG00000253551.1	+	52199580
chr8	53225723	53251637	ENSG00000082556.14	-	53225723
chr8	53388700	53390872	ENSG00000260484.1	-	53388700
chr8	54042988	54045629	ENSG00000260955.2	-	54042988
chr8	54135240	54148514	ENSG00000137547.9	+	54148514
chr8	54457934	54460892	ENSG00000164736.6	+	54460892
chr8	55161445	55164727	ENSG00000253857.2	+	55164727
chr8	56588384	56588787	ENSG00000241431.1	+	56588787
chr8	57240056	57240541	ENSG00000251142.1	+	57240541
chr8	57261225	57266613	ENSG00000253614.1	+	57266613
chr8	57279542	57286968	ENSG00000215117.6	+	57286968
chr8	58490177	58500163	ENSG00000167910.4	-	58490177
chr8	60808734	60809606	ENSG00000254432.1	-	60808734
chr8	61264623	61292039	ENSG00000254222.1	-	61264623
chr8	61057157	61501645	ENSG00000177182.11	+	61501645
chr8	63585999	63589408	ENSG00000253583.1	+	63589408
chr8	63769427	63813937	ENSG00000253734.2	+	63813937
chr8	64574305	64581921	ENSG00000254102.2	-	64574305
chr8	65161144	65184210	ENSG00000280725.2	-	65161144
chr8	65591849	65592472	ENSG00000272010.1	-	65591849
chr8	65842137	65843345	ENSG00000272192.2	+	65843345
chr8	66192092	66197315	ENSG00000253138.5	+	66197315
chr8	66870748	66922048	ENSG00000178460.18	+	66922048
chr8	67343974	67345087	ENSG00000271966.1	+	67345087
chr8	67422037	67746378	ENSG00000165078.13	-	67422037
chr8	67952045	68237032	ENSG00000046889.19	+	68237032
chr8	69175578	69178189	ENSG00000253373.1	-	69175578
chr8	70669338	70790371	ENSG00000221947.8	+	70790371
chr8	71779604	71792875	ENSG00000253287.1	-	71779604
chr8	72537224	72938349	ENSG00000182674.6	+	72938349
chr8	72947149	72950445	ENSG00000260838.3	+	72950445
chr8	73042909	73043346	ENSG00000272254.1	-	73042909
chr8	73297710	73356461	ENSG00000250295.6	-	73297710
chr8	73326990	73370601	ENSG00000253235.2	-	73326990
chr8	73984492	73984883	ENSG00000253833.1	+	73984883
chr8	74052339	74099853	ENSG00000254288.1	+	74099853
chr8	74599774	74823313	ENSG00000254349.6	+	74823313
chr8	78148100	78153913	ENSG00000254001.5	+	78153913
chr8	78835306	78840525	ENSG00000261618.2	+	78840525
chr8	81280535	81284777	ENSG00000164687.11	+	81284777
chr8	81524980	81590139	ENSG00000197416.5	-	81524980
chr8	85246294	85249848	ENSG00000257962.1	-	85246294
chr8	85327607	85379014	ENSG00000133742.14	-	85327607
chr8	85373435	85449040	ENSG00000164879.7	+	85449040
chr8	85833376	85951083	ENSG00000253154.4	+	85951083
chr8	86553976	86743675	ENSG00000170289.13	-	86553976
chr8	86866414	87615219	ENSG00000176571.13	+	87615219
chr8	88808317	88808908	ENSG00000271156.1	-	88808317
chr8	91042689	91044762	ENSG00000254219.1	-	91042689
chr8	92460538	92655576	ENSG00000253634.3	-	92460538
chr8	92765650	92858297	ENSG00000253577.2	+	92858297
chr8	93741192	93744534	ENSG00000253848.1	+	93744534
chr8	93915733	93916682	ENSG00000264448.5	-	93915733
chr8	94097763	94104322	ENSG00000253585.1	-	94097763
chr8	94884608	94885070	ENSG00000272509.1	+	94885070
chr8	95066807	95073182	ENSG00000245080.7	-	95066807
chr8	95505405	95527524	ENSG00000253872.1	+	95527524
chr8	95986107	95993103	ENSG00000248762.2	-	95986107
chr8	96140571	96140944	ENSG00000270131.1	-	96140571
chr8	97144169	97144723	ENSG00000270077.1	+	97144723
chr8	97241741	97242204	ENSG00000260640.1	-	97241741
chr8	98064521	98093610	ENSG00000177459.11	+	98093610
chr8	100618580	100619993	ENSG00000253740.5	+	100619993
chr8	100913246	100914388	ENSG00000260368.1	-	100913246
chr8	101166804	101169629	ENSG00000261087.1	-	101166804
chr8	101387298	101393255	ENSG00000253644.2	-	101387298
chr8	102256391	102257821	ENSG00000272037.1	+	102257821
chr8	103132958	103141520	ENSG00000236939.4	-	103132958
chr8	103464388	103468985	ENSG00000261670.1	+	103468985
chr8	104339086	104356689	ENSG00000164935.6	+	104356689
chr8	104330323	104467055	ENSG00000147647.13	-	104330323
chr8	105142859	105188606	ENSG00000254041.1	-	105142859
chr8	105669990	105679031	ENSG00000254141.1	+	105679031
chr8	107899315	108083642	ENSG00000147655.12	-	107899315
chr8	109362460	109537207	ENSG00000205038.12	+	109537207
chr8	110334742	110349607	ENSG00000253956.1	-	110334742
chr8	112222927	113436939	ENSG00000164796.18	-	112222927
chr8	113600309	113616958	ENSG00000253207.3	+	113616958
chr8	115509601	115511325	ENSG00000227170.1	+	115511325
chr8	116874423	116876868	ENSG00000253327.2	+	116876868
chr8	119062941	119068782	ENSG00000254278.1	-	119062941
chr8	120812218	120813359	ENSG00000272502.1	+	120813359
chr8	122485514	122489815	ENSG00000255325.2	-	122485514
chr8	122780301	122781076	ENSG00000272043.2	+	122781076
chr8	122977025	122985629	ENSG00000259631.1	-	122977025
chr8	123123105	123123682	ENSG00000253463.1	+	123123682
chr8	123680793	123737402	ENSG00000104537.17	-	123680793
chr8	124036009	124040468	ENSG00000254249.1	-	124036009
chr8	123984137	124040782	ENSG00000181171.5	-	123984137
chr8	123851986	124120061	ENSG00000214814.7	+	124120061
chr8	124462484	124474582	ENSG00000245149.6	-	124462484
chr8	125348195	125351416	ENSG00000254431.1	-	125348195
chr8	125998993	126001001	ENSG00000254227.1	-	125998993
chr8	126325453	126329538	ENSG00000244791.3	+	126329538
chr8	126497384	126500440	ENSG00000253220.2	+	126500440
chr8	126506325	126522360	ENSG00000253530.2	+	126522360
chr8	127079873	127092600	ENSG00000282961.1	+	127092600
chr8	129748195	129786624	ENSG00000147697.9	-	129748195
chr8	130935408	130949665	ENSG00000253992.1	+	130949665
chr8	132826178	132826903	ENSG00000270137.1	+	132826903
chr8	132838116	132844298	ENSG00000223697.3	-	132838116
chr8	132866957	133134903	ENSG00000042832.12	+	133134903
chr8	133237170	133237927	ENSG00000289316.1	-	133237170
chr8	133572157	133573861	ENSG00000261220.3	+	133573861
chr8	133775550	133777352	ENSG00000253165.1	-	133775550
chr8	133886495	133902407	ENSG00000253593.2	+	133902407
chr8	138063267	138073240	ENSG00000253988.1	+	138073240
chr8	140591683	140593201	ENSG00000280326.1	+	140593201
chr8	140820598	140822414	ENSG00000279786.1	-	140820598
chr8	141224287	141226947	ENSG00000280035.1	-	141224287
chr8	141254564	141256817	ENSG00000254019.1	+	141256817
chr8	141326129	141327137	ENSG00000254291.1	+	141327137
chr8	141340504	141344621	ENSG00000253595.6	+	141344621
chr8	141434544	141437954	ENSG00000271959.1	+	141437954
chr8	141514637	141518737	ENSG00000226490.2	+	141518737
chr8	142089826	142091619	ENSG00000261710.1	+	142091619
chr8	142198355	142209003	ENSG00000254008.1	+	142209003
chr8	142403651	142407028	ENSG00000261693.1	+	142407028
chr8	142620372	142621064	ENSG00000261044.1	+	142621064
chr8	142670307	142682725	ENSG00000167653.5	+	142682725
chr8	142763034	142766430	ENSG00000253196.3	+	142766430
chr8	142872355	142879846	ENSG00000160882.13	-	142872355
chr8	143290398	143290621	ENSG00000272172.1	-	143290398
chr8	143579635	143580670	ENSG00000254741.1	+	143580670
chr8	143696153	143698413	ENSG00000181097.5	+	143698413
chr8	143709006	143713584	ENSG00000254574.1	-	143709006
chr8	143838778	143840256	ENSG00000285599.1	+	143840256
chr8	143857323	143878467	ENSG00000261150.3	-	143857323
chr8	144082336	144093149	ENSG00000197858.12	+	144093149
chr8	144262044	144291438	ENSG00000261236.8	-	144262044
chr8	144266452	144268481	ENSG00000260428.3	+	144268481
chr8	144355430	144359376	ENSG00000182325.11	-	144355430
chr8	144373100	144393242	ENSG00000173137.12	+	144393242
chr8	144463816	144465667	ENSG00000291317.1	-	144463816
chr8	144473411	144475849	ENSG00000160973.8	-	144473411
chr8	144477968	144502121	ENSG00000160972.10	+	144502121
chr8	144854874	144869489	ENSG00000286681.1	-	144854874
chr9	27656	30891	ENSG00000227518.5	+	30891
chr9	116230	118417	ENSG00000170122.6	-	116230
chr9	477749	478423	ENSG00000235330.2	+	478423
chr9	841689	969090	ENSG00000137090.12	+	969090
chr9	1045624	1048641	ENSG00000281769.1	+	1048641
chr9	2421596	2622457	ENSG00000236404.12	-	2421596
chr9	2717509	2730037	ENSG00000168263.9	+	2730037
chr9	2919098	2949586	ENSG00000291284.1	-	2919098
chr9	2907072	3053408	ENSG00000227835.9	-	2907072
chr9	3898641	3901248	ENSG00000237009.2	+	3901248
chr9	5123879	5185647	ENSG00000120210.8	-	5123879
chr9	5334929	5339876	ENSG00000107018.8	-	5334929
chr9	6011024	6015625	ENSG00000137040.10	-	6011024
chr9	6532466	6645729	ENSG00000178445.10	-	6532466
chr9	6716156	6727438	ENSG00000225489.8	+	6727438
chr9	14588796	14590065	ENSG00000272871.1	-	14588796
chr9	14790634	14791158	ENSG00000283647.1	+	14791158
chr9	16726813	16727524	ENSG00000234779.1	+	16727524
chr9	19371385	19371945	ENSG00000272842.1	-	19371385
chr9	21077103	21077942	ENSG00000171855.7	-	21077103
chr9	21394887	21396346	ENSG00000261696.1	-	21394887
chr9	21858909	21861926	ENSG00000265194.1	-	21858909
chr9	21966928	21967751	ENSG00000224854.3	+	21967751
chr9	23500690	23672387	ENSG00000283982.1	-	23500690
chr9	23829669	23849914	ENSG00000231460.2	+	23849914
chr9	25780031	25844585	ENSG00000236306.3	+	25844585
chr9	27102629	27104728	ENSG00000254396.1	+	27104728
chr9	27245679	27278503	ENSG00000283945.2	-	27245679
chr9	27524289	27526498	ENSG00000147896.4	+	27526498
chr9	30388934	30575012	ENSG00000280683.1	-	30388934
chr9	31371610	31381490	ENSG00000260720.1	-	31371610
chr9	33441155	33447596	ENSG00000165272.16	-	33441155
chr9	33503654	33510711	ENSG00000226823.1	-	33503654
chr9	33732969	33818795	ENSG00000235481.4	-	33732969
chr9	34366665	34376898	ENSG00000164976.9	-	34366665
chr9	34521042	34522990	ENSG00000168913.7	-	34521042
chr9	34613544	34620523	ENSG00000137100.16	-	34613544
chr9	34634721	34637844	ENSG00000147955.18	-	34634721
chr9	34689569	34691276	ENSG00000172724.12	-	34689569
chr9	35041094	35045986	ENSG00000174038.13	+	35045986
chr9	35406754	35483035	ENSG00000290567.1	+	35483035
chr9	35561830	35563899	ENSG00000215187.13	-	35561830
chr9	35603436	35605139	ENSG00000288586.1	-	35603436
chr9	35605261	35610041	ENSG00000107140.17	+	35610041
chr9	35791002	35809732	ENSG00000159899.16	+	35809732
chr9	35812959	35815354	ENSG00000137133.11	-	35812959
chr9	36833268	37034268	ENSG00000196092.14	-	36833268
chr9	37078812	37079776	ENSG00000260100.1	-	37078812
chr9	37650953	37746904	ENSG00000070601.10	+	37746904
chr9	38566259	38568009	ENSG00000290907.1	-	38566259
chr9	38650192	38662717	ENSG00000284612.2	+	38662717
chr9	38694265	38720133	ENSG00000283329.2	-	38694265
chr9	39355668	39361962	ENSG00000204849.10	+	39361962
chr9	39395736	39397406	ENSG00000231140.3	-	39395736
chr9	39384505	39405305	ENSG00000224038.1	-	39384505
chr9	39443814	39447189	ENSG00000290717.1	-	39443814
chr9	40130920	40153147	ENSG00000228136.1	+	40153147
chr9	40223284	40266392	ENSG00000291287.1	+	40266392
chr9	40223396	40292345	ENSG00000183148.9	+	40292345
chr9	40321298	40329221	ENSG00000290718.1	+	40329221
chr9	40497849	40566779	ENSG00000290546.1	+	40566779
chr9	40767869	40806344	ENSG00000275390.1	+	40806344
chr9	41073661	41076421	ENSG00000225655.7	+	41076421
chr9	41100792	41119909	ENSG00000276462.2	-	41100792
chr9	41131305	41199261	ENSG00000215126.12	-	41131305
chr9	41276279	41282846	ENSG00000275450.1	+	41282846
chr9	41310815	41332962	ENSG00000276502.1	-	41310815
chr9	41340822	41355538	ENSG00000290848.1	-	41340822
chr9	60918580	60927822	ENSG00000275628.2	-	60918580
chr9	60914406	60920653	ENSG00000276581.3	+	60920653
chr9	61194210	61203446	ENSG00000277412.1	-	61194210
chr9	61190035	61196280	ENSG00000276040.5	+	61196280
chr9	61229912	61231863	ENSG00000275676.1	-	61229912
chr9	62374127	62376836	ENSG00000204802.3	-	62374127
chr9	62387170	62394004	ENSG00000233651.2	-	62387170
chr9	62452450	62522018	ENSG00000232827.3	+	62522018
chr9	62532336	62534724	ENSG00000226007.3	+	62534724
chr9	62801460	62813486	ENSG00000238113.7	+	62813486
chr9	62837138	62838302	ENSG00000229422.2	-	62837138
chr9	63111254	63127100	ENSG00000290573.1	-	63111254
chr9	63728876	63744910	ENSG00000224267.1	+	63744910
chr9	64369393	64412691	ENSG00000290972.1	+	64412691
chr9	66022660	66027719	ENSG00000275026.1	-	66022660
chr9	66047083	66055006	ENSG00000290970.1	-	66047083
chr9	66942702	66952344	ENSG00000277350.2	+	66952344
chr9	66979131	66988373	ENSG00000276348.1	+	66988373
chr9	67717410	67719178	ENSG00000274026.2	-	67717410
chr9	67832764	67920552	ENSG00000260691.8	+	67920552
chr9	68302866	68305084	ENSG00000187559.6	+	68305084
chr9	68306527	68330626	ENSG00000234394.8	+	68330626
chr9	68353613	68357893	ENSG00000224958.6	-	68353613
chr9	68393880	68406500	ENSG00000233178.7	-	68393880
chr9	68536579	68540883	ENSG00000181778.5	-	68536579
chr9	68541035	68644442	ENSG00000226337.3	+	68644442
chr9	69012503	69014113	ENSG00000165059.8	-	69012503
chr9	69296677	69311111	ENSG00000278910.5	-	69296677
chr9	69324566	69392558	ENSG00000135063.20	+	69392558
chr9	69672748	69673713	ENSG00000261447.1	+	69673713
chr9	69818393	69820773	ENSG00000225626.4	-	69818393
chr9	70310874	70312120	ENSG00000274421.1	+	70312120
chr9	72051375	72072721	ENSG00000204669.11	-	72051375
chr9	72871129	72874135	ENSG00000236849.6	-	72871129
chr9	73151864	73170393	ENSG00000135046.14	+	73170393
chr9	77176759	77178180	ENSG00000232998.3	-	77176759
chr9	79135373	79198314	ENSG00000260995.3	-	79135373
chr9	79887921	79892007	ENSG00000260564.2	+	79892007
chr9	81689712	81776903	ENSG00000233926.2	+	81776903
chr9	82451655	82455225	ENSG00000232749.2	+	82455225
chr9	83972232	83975777	ENSG00000235298.1	+	83975777
chr9	87857014	87859399	ENSG00000290882.1	-	87857014
chr9	87864095	87866291	ENSG00000290883.1	+	87866291
chr9	87882876	87888903	ENSG00000177992.10	+	87888903
chr9	89605011	89606555	ENSG00000130222.11	+	89606555
chr9	89825963	90019549	ENSG00000237626.2	+	90019549
chr9	90300884	90433566	ENSG00000231107.2	-	90300884
chr9	90462431	90583821	ENSG00000229613.3	-	90462431
chr9	91159572	91166272	ENSG00000235641.5	+	91166272
chr9	92205355	92210158	ENSG00000236115.1	+	92210158
chr9	92456204	92482506	ENSG00000106819.13	-	92456204
chr9	92711362	92764833	ENSG00000185963.14	-	92711362
chr9	92882566	92899608	ENSG00000291169.1	+	92899608
chr9	93058687	93085133	ENSG00000157303.11	+	93085133
chr9	93096216	93113283	ENSG00000165233.18	+	93113283
chr9	93955596	93959140	ENSG00000235601.1	+	93959140
chr9	94176493	94259545	ENSG00000230262.9	-	94176493
chr9	95599437	95606326	ENSG00000229345.2	-	95599437
chr9	95650103	95715721	ENSG00000228142.3	+	95715721
chr9	95772322	95776282	ENSG00000268926.3	+	95776282
chr9	97075670	97081945	ENSG00000228376.3	-	97075670
chr9	97512705	97517836	ENSG00000228174.7	-	97512705
chr9	97743207	97744935	ENSG00000260677.1	+	97744935
