Chromosome	Start	End	Strand	gene_id	transcript_id
chr18	11620716	11621158	-	ENSG00000267143.1	ENST00000589395.1
chr18	11654884	11654941	-	ENSG00000283492.1	ENST00000637758.1
chr18	11666455	11670165	-	ENSG00000260759.1	ENST00000561598.1
chr18	11758976	11786181	-	ENSG00000286812.1	ENST00000666417.1
chr18	11810405	11811484	-	ENSG00000267455.1	ENST00000586453.1
chr18	11851413	11852751	-	ENSG00000267165.1	ENST00000586474.1
chr18	11857154	11857554	-	ENSG00000272703.1	ENST00000609238.1
chr18	11910633	11914344	-	ENSG00000267079.1	ENST00000590055.1
chr18	11993987	11994938	-	ENSG00000266955.1	ENST00000592820.1
chr18	12031177	12032181	-	ENSG00000267480.1	ENST00000587619.1
chr18	12040100	12040300	-	ENSG00000266995.1	ENST00000591314.1
chr18	12050308	12050672	-	ENSG00000267292.1	ENST00000593141.1
chr18	12056675	12057822	-	ENSG00000212712.2	ENST00000391405.2
chr18	12067172	12068417	-	ENSG00000267533.1	ENST00000589764.1
chr18	12091673	12093141	-	ENSG00000267478.1	ENST00000589352.1
chr18	12101996	12102470	-	ENSG00000267162.1	ENST00000588055.1
chr18	12192202	12192934	-	ENSG00000267116.1	ENST00000586747.1
chr18	12230410	12231573	-	ENSG00000267247.1	ENST00000592370.1
chr18	12277736	12279162	-	ENSG00000289550.1	ENST00000691859.1
chr18	12304090	12304194	-	ENSG00000199702.1	ENST00000362832.1
chr18	12670425	12671145	-	ENSG00000267249.1	ENST00000585877.1
chr18	12738964	12750068	-	ENSG00000266961.1	ENST00000587889.1
chr18	12984693	12991173	-	ENSG00000266969.1	ENST00000588211.1
chr18	13139779	13140489	-	ENSG00000267656.1	ENST00000586758.1
chr18	13151636	13152689	-	ENSG00000267032.1	ENST00000586304.1
chr18	13183401	13185617	-	ENSG00000267286.1	ENST00000593121.1
chr18	13234944	13236470	-	ENSG00000267177.1	ENST00000592655.1
chr18	13276426	13277155	-	ENSG00000286926.1	ENST00000654841.1
chr18	13279414	13280110	-	ENSG00000279275.1	ENST00000623585.1
chr18	13362202	13366243	-	ENSG00000267393.1	ENST00000588204.1
chr18	13419420	13427480	-	ENSG00000267690.1	ENST00000588672.1
chr18	13461019	13470823	-	ENSG00000267694.1	ENST00000585817.1
chr18	13500640	13501289	-	ENSG00000267366.1	ENST00000589045.1
chr18	13514519	13522888	-	ENSG00000267136.1	ENST00000585366.1
chr18	13561398	13565035	-	ENSG00000267503.1	ENST00000590042.1
chr18	13644814	13645685	-	ENSG00000266954.1	ENST00000588397.1
chr18	13710248	13710484	-	ENSG00000279962.1	ENST00000624611.1
chr18	13715101	13715368	-	ENSG00000242707.3	ENST00000494228.3
chr18	13919602	13919923	-	ENSG00000243779.1	ENST00000494882.1
chr18	14074911	14075741	-	ENSG00000267756.1	ENST00000585516.1
chr18	14143595	14151139	-	ENSG00000267324.1	ENST00000592985.1
chr18	14153000	14157342	-	ENSG00000175319.3	ENST00000588287.1
chr18	14346213	14346923	-	ENSG00000277743.1	ENST00000614206.1
chr18	14361433	14361943	-	ENSG00000265437.1	ENST00000584979.1
chr18	14377545	14378757	-	ENSG00000187589.8	ENST00000583350.1
chr18	14391912	14393909	-	ENSG00000265296.1	ENST00000581547.1
chr18	14404550	14430923	-	ENSG00000286593.1	ENST00000671044.1
chr18	14450215	14450883	-	ENSG00000266605.1	ENST00000584783.1
chr18	14531675	14531782	-	ENSG00000200132.1	ENST00000363262.1
chr18	14629831	14632806	-	ENSG00000264570.1	ENST00000580193.1
chr18	14680603	14681106	-	ENSG00000273732.1	ENST00000613259.1
chr18	14816150	14825249	-	ENSG00000265737.1	ENST00000581117.1
chr18	14888708	14890086	-	ENSG00000264061.1	ENST00000582820.1
chr18	14990706	14993235	-	ENSG00000279042.1	ENST00000623533.1
chr18	15003974	15006352	-	ENSG00000266522.1	ENST00000580065.1
chr18	15056844	15066598	-	ENSG00000278923.2	ENST00000623604.2
chr18	15139254	15150980	-	ENSG00000286815.1	ENST00000652892.1
chr18	15159723	15164467	-	ENSG00000264880.1	ENST00000581690.1
chr18	15184015	15189760	-	ENSG00000286293.1	ENST00000667754.1
chr18	15247428	15247997	-	ENSG00000265631.1	ENST00000577336.1
chr18	15307662	15330282	-	ENSG00000215512.10	ENST00000508721.5
chr18	15320839	15320944	-	ENSG00000222087.1	ENST00000410155.1
chr18	21119181	21119661	-	ENSG00000244527.1	ENST00000473808.1
chr18	21120403	21120506	-	ENSG00000251886.1	ENST00000516077.1
chr18	21182502	21183499	-	ENSG00000263748.1	ENST00000580616.1
chr18	21240674	21241371	-	ENSG00000265984.1	ENST00000579247.1
chr18	21380285	21451017	-	ENSG00000265751.1	ENST00000584611.1
chr18	21450652	21450756	-	ENSG00000221139.1	ENST00000408212.1
chr18	21661786	21662395	-	ENSG00000264188.1	ENST00000584148.1
chr18	21711949	21712119	-	ENSG00000252677.1	ENST00000516868.1
chr18	21825697	21825785	-	ENSG00000283927.1	ENST00000385052.1
chr18	21829003	21829088	-	ENSG00000284453.1	ENST00000384961.3
chr18	21854639	21854987	-	ENSG00000243303.1	ENST00000473394.1
chr18	21871445	21893996	-	ENSG00000264149.1	ENST00000583436.1
chr18	21914368	21914660	-	ENSG00000264289.1	ENST00000582071.1
chr18	21928984	21929094	-	ENSG00000222520.1	ENST00000410588.1
chr18	22130602	22130729	-	ENSG00000221363.1	ENST00000408436.1
chr18	22175464	22176662	-	ENSG00000264012.1	ENST00000578504.1
chr18	22180111	22180218	-	ENSG00000201852.1	ENST00000364982.1
chr18	22200618	22205229	-	ENSG00000266283.1	ENST00000583442.1
chr18	22347845	22348252	-	ENSG00000273348.1	ENST00000608890.1
chr18	22418828	22419294	-	ENSG00000270855.1	ENST00000603437.1
chr18	22562053	22563242	-	ENSG00000289624.1	ENST00000691241.1
chr18	22699480	22933764	-	ENSG00000265943.1	ENST00000578831.1
chr18	22882824	22883357	-	ENSG00000273232.1	ENST00000609775.1
chr18	22900485	22900995	-	ENSG00000265939.1	ENST00000583290.1
chr18	23257163	23260354	-	ENSG00000266495.1	ENST00000585184.1
chr18	23582015	23582121	-	ENSG00000199366.1	ENST00000362496.1
chr18	23672252	23672748	-	ENSG00000267752.1	ENST00000586795.1
chr18	23709824	23710287	-	ENSG00000267301.1	ENST00000588044.1
chr18	23994212	24015339	-	ENSG00000264745.1	ENST00000579713.1
chr18	24076793	24099320	-	ENSG00000265204.1	ENST00000578443.1
chr18	24113636	24121003	-	ENSG00000264924.1	ENST00000583782.1
chr18	24124169	24124285	-	ENSG00000206863.1	ENST00000384136.1
chr18	24135467	24135829	-	ENSG00000279332.1	ENST00000623599.1
chr18	24159508	24162211	-	ENSG00000265750.1	ENST00000583267.1
chr18	24170504	24170623	-	ENSG00000199874.1	ENST00000363004.1
chr18	24179037	24179295	-	ENSG00000273524.1	ENST00000617573.1
chr18	24522272	24522919	-	ENSG00000266181.1	ENST00000578499.1
chr18	24685771	24686351	-	ENSG00000266520.1	ENST00000578535.1
chr18	24689913	24690161	-	ENSG00000266809.1	ENST00000579571.1
chr18	25016433	25017204	-	ENSG00000229248.1	ENST00000427605.1
chr18	25200975	25202837	-	ENSG00000279439.1	ENST00000624795.1
chr18	25818233	25818532	-	ENSG00000242216.3	ENST00000486780.3
chr18	25953215	25953468	-	ENSG00000264193.1	ENST00000583887.1
chr18	26170725	26171284	-	ENSG00000188985.6	ENST00000579682.1
chr18	26255697	26256355	-	ENSG00000263829.1	ENST00000578364.1
chr18	26366300	26366406	-	ENSG00000207160.1	ENST00000384431.1
chr18	26542970	26545791	-	ENSG00000277534.1	ENST00000620414.1
chr18	26565722	26575626	-	ENSG00000275805.1	ENST00000615734.1
chr18	26591466	26591535	-	ENSG00000276221.1	ENST00000620957.1
chr18	26687620	26703638	-	ENSG00000265369.3	ENST00000579458.1
chr18	26689315	26689529	-	ENSG00000275900.1	ENST00000391065.2
chr18	26831519	26832432	-	ENSG00000266184.1	ENST00000583051.1
chr18	26952200	26952558	-	ENSG00000266549.1	ENST00000580510.1
chr18	27355405	27355764	-	ENSG00000244329.1	ENST00000483523.1
chr18	27418883	27420435	-	ENSG00000265097.1	ENST00000578589.1
chr18	27452513	27453657	-	ENSG00000263405.1	ENST00000577406.1
chr18	28146232	28146703	-	ENSG00000274578.1	ENST00000621223.1
chr18	28824651	28824826	-	ENSG00000271238.1	ENST00000603176.1
chr18	29256816	29257060	-	ENSG00000266479.1	ENST00000581934.1
chr18	29278508	29361963	-	ENSG00000265980.1	ENST00000577674.1
chr18	30954819	30980917	-	ENSG00000265670.1	ENST00000583580.1
chr18	31345361	31345467	-	ENSG00000207019.1	ENST00000384292.1
chr18	31496644	31497195	-	ENSG00000266521.1	ENST00000580937.1
chr18	31723067	31724672	-	ENSG00000289064.1	ENST00000689632.1
chr18	31726042	31726397	-	ENSG00000263772.1	ENST00000584628.1
chr18	31895744	31896410	-	ENSG00000276282.1	ENST00000616300.1
chr18	32075884	32076272	-	ENSG00000214917.3	ENST00000484967.1
chr18	32091294	32092119	-	ENSG00000265008.1	ENST00000582233.1
chr18	32122399	32124478	-	ENSG00000263393.1	ENST00000583138.1
chr18	32176049	32176168	-	ENSG00000199373.1	ENST00000362503.1
chr18	32196025	32196966	-	ENSG00000265279.1	ENST00000580789.1
chr18	32245945	32249032	-	ENSG00000263904.1	ENST00000581134.1
chr18	32263134	32263234	-	ENSG00000222395.2	ENST00000410463.2
chr18	32412213	32413176	-	ENSG00000215492.6	ENST00000521273.1
chr18	32554032	32566634	-	ENSG00000287994.1	ENST00000656657.1
chr18	33552122	33578187	-	ENSG00000267642.1	ENST00000591558.1
chr18	34001697	34001799	-	ENSG00000199204.1	ENST00000362334.1
chr18	34221006	34221603	-	ENSG00000280406.1	ENST00000623479.1
chr18	34573986	34574523	-	ENSG00000267585.1	ENST00000586960.1
chr18	34737794	34767663	-	ENSG00000268873.1	ENST00000596954.1
chr18	35280866	35290201	-	ENSG00000268573.1	ENST00000586922.2
chr18	35383353	35384025	-	ENSG00000239683.1	ENST00000474156.1
chr18	35403995	35406528	-	ENSG00000275512.1	ENST00000612496.1
chr18	35443870	35497940	-	ENSG00000267140.1	ENST00000589258.1
chr18	35483430	35483667	-	ENSG00000279074.1	ENST00000622938.1
chr18	35904817	35904926	-	ENSG00000207797.1	ENST00000385062.1
chr18	35934087	35934142	-	ENSG00000265641.1	ENST00000584497.1
chr18	36128045	36129340	-	ENSG00000288917.1	ENST00000690777.1
chr18	36278734	36279119	-	ENSG00000267456.2	ENST00000593113.2
chr18	36417054	36424185	-	ENSG00000286890.1	ENST00000667304.1
chr18	36901945	36923814	-	ENSG00000267039.1	ENST00000586106.1
chr18	37234118	37236242	-	ENSG00000267651.1	ENST00000589715.1
chr18	37305294	37306333	-	ENSG00000279678.1	ENST00000623010.1
chr18	37473329	37473977	-	ENSG00000279543.1	ENST00000624553.1
chr18	39016046	39016344	-	ENSG00000222704.1	ENST00000410772.1
chr18	39334871	39335672	-	ENSG00000175886.10	ENST00000588490.1
chr18	39622122	39622175	-	ENSG00000283615.1	ENST00000638017.1
chr18	39676718	39676777	-	ENSG00000283645.1	ENST00000637402.1
chr18	39678519	39678622	-	ENSG00000212354.1	ENST00000391052.1
chr18	39841173	39924840	-	ENSG00000267413.1	ENST00000585822.1
chr18	40062902	40066471	-	ENSG00000279034.1	ENST00000624119.1
chr18	40143925	40144504	-	ENSG00000267664.1	ENST00000586289.1
chr18	41789161	41789395	-	ENSG00000267652.1	ENST00000588959.1
chr18	42105728	42115538	-	ENSG00000287007.1	ENST00000665793.1
chr18	42649519	42657893	-	ENSG00000286976.1	ENST00000659778.1
chr18	44320799	44322257	-	ENSG00000267573.1	ENST00000592443.1
chr18	44676926	44679717	-	ENSG00000267414.1	ENST00000592638.1
chr18	44970081	44970166	-	ENSG00000265957.1	ENST00000577285.1
chr18	45491580	45503824	-	ENSG00000285790.1	ENST00000650598.1
chr18	45571405	45611540	-	ENSG00000287943.1	ENST00000658918.1
chr18	45573083	45575504	-	ENSG00000267193.7	ENST00000656053.1
chr18	45989652	45989945	-	ENSG00000222179.1	ENST00000410247.1
chr18	46077003	46077099	-	ENSG00000252034.1	ENST00000516225.1
chr18	46121614	46121721	-	ENSG00000251939.1	ENST00000516130.1
chr18	46409196	46410645	-	ENSG00000285993.1	ENST00000650266.1
chr18	46786698	46789297	-	ENSG00000274776.1	ENST00000621730.1
chr18	46852631	46853882	-	ENSG00000267587.1	ENST00000587732.1
chr18	46915020	46915623	-	ENSG00000279354.1	ENST00000623955.1
chr18	46962767	46964408	-	ENSG00000288616.1	ENST00000676383.1
chr18	47022286	47023927	-	ENSG00000288607.1	ENST00000675219.1
chr18	47028201	47029842	-	ENSG00000288631.1	ENST00000674825.1
chr18	47032526	47035621	-	ENSG00000206181.7	ENST00000332567.6
chr18	47077360	47091280	-	ENSG00000266957.1	ENST00000592747.1
chr18	47234441	47234548	-	ENSG00000201825.1	ENST00000364955.1
chr18	47853232	47853457	-	ENSG00000267541.1	ENST00000591258.1
chr18	47912206	47912504	-	ENSG00000279366.1	ENST00000625002.1
chr18	48147633	48150864	-	ENSG00000278891.1	ENST00000623698.1
chr18	48169783	48169890	-	ENSG00000206944.1	ENST00000384217.1
chr18	48475486	48475600	-	ENSG00000200872.1	ENST00000364002.1
chr18	48478281	48478491	-	ENSG00000277907.1	ENST00000613682.1
chr18	48661839	48662635	-	ENSG00000279629.1	ENST00000623145.1
chr18	48673574	48688419	-	ENSG00000267762.1	ENST00000589818.1
chr18	48826050	48834770	-	ENSG00000267764.1	ENST00000590649.1
chr18	48962950	48963941	-	ENSG00000266905.1	ENST00000587659.1
chr18	49049686	49049768	-	ENSG00000263849.1	ENST00000581563.1
chr18	49431743	49447420	-	ENSG00000263895.1	ENST00000583579.1
chr18	49484535	49486149	-	ENSG00000263916.1	ENST00000580150.1
chr18	49489244	49489308	-	ENSG00000202093.1	ENST00000365223.1
chr18	49491282	49491347	-	ENSG00000206602.1	ENST00000383875.1
chr18	49491663	49491729	-	ENSG00000271982.1	ENST00000607313.1
chr18	49495146	49496896	-	ENSG00000265182.1	ENST00000580060.1
chr18	49739822	49742063	-	ENSG00000267674.1	ENST00000591105.1
chr18	49795792	49837623	-	ENSG00000266997.2	ENST00000590532.2
chr18	49871554	49871666	-	ENSG00000201668.1	ENST00000364798.1
chr18	49946265	49946389	-	ENSG00000200527.1	ENST00000363657.1
chr18	49969720	49970957	-	ENSG00000267196.1	ENST00000591362.1
chr18	50126498	50126563	-	ENSG00000283343.1	ENST00000636981.1
chr18	50206997	50207278	-	ENSG00000240663.3	ENST00000465317.3
chr18	50227192	50266495	-	ENSG00000172361.6	ENST00000398545.5
chr18	50256035	50256461	-	ENSG00000277310.1	ENST00000616499.1
chr18	50647314	50651212	-	ENSG00000287381.1	ENST00000657182.1
chr18	50959266	50959379	-	ENSG00000200752.1	ENST00000363882.1
chr18	51019400	51030050	-	ENSG00000289868.1	ENST00000701227.1
chr18	51158281	51159383	-	ENSG00000267717.1	ENST00000588646.1
chr18	51283732	51283896	-	ENSG00000207154.1	ENST00000384425.1
chr18	51421062	51421674	-	ENSG00000266201.1	ENST00000583960.1
chr18	51612638	51613110	-	ENSG00000265402.1	ENST00000578420.1
chr18	51687524	51688209	-	ENSG00000265712.1	ENST00000577726.1
chr18	51845006	51845628	-	ENSG00000215457.5	ENST00000462935.2
chr18	52336360	52339025	-	ENSG00000266335.1	ENST00000582700.1
chr18	52419188	52419644	-	ENSG00000273762.1	ENST00000316512.2
chr18	53605253	53605725	-	ENSG00000242945.2	ENST00000491585.2
chr18	54222283	54222412	-	ENSG00000207233.1	ENST00000384504.1
chr18	54268345	54270028	-	ENSG00000277324.1	ENST00000621167.1
chr18	54406888	54407114	-	ENSG00000264350.1	ENST00000580909.1
chr18	54885865	54898083	-	ENSG00000267112.1	ENST00000588466.1
chr18	55146545	55146645	-	ENSG00000252437.1	ENST00000516628.1
chr18	56061108	56063078	-	ENSG00000267399.1	ENST00000589617.1
chr18	56079393	56079594	-	ENSG00000201816.1	ENST00000364946.1
chr18	56753225	56753326	-	ENSG00000206865.1	ENST00000384138.1
chr18	56872667	56873970	-	ENSG00000267146.1	ENST00000586391.1
chr18	57136321	57146998	-	ENSG00000267789.1	ENST00000590942.1
chr18	57169614	57171194	-	ENSG00000267726.1	ENST00000592678.1
chr18	57284601	57284708	-	ENSG00000202240.1	ENST00000365370.1
chr18	57588610	57589091	-	ENSG00000278703.1	ENST00000611316.1
chr18	58018793	58019061	-	ENSG00000235028.3	ENST00000589286.1
chr18	58398617	58400093	-	ENSG00000267396.2	ENST00000590318.2
chr18	58451079	58451152	-	ENSG00000207778.3	ENST00000636727.1
chr18	58511597	58512310	-	ENSG00000274354.1	ENST00000610389.1
chr18	58670008	58671877	-	ENSG00000267226.2	ENST00000588144.2
chr18	58752178	58753898	-	ENSG00000267705.1	ENST00000587011.1
chr18	58754858	58757842	-	ENSG00000267501.1	ENST00000586383.1
chr18	58818882	58819016	-	ENSG00000199713.1	ENST00000362843.1
chr18	58926196	58926296	-	ENSG00000251870.1	ENST00000516061.1
chr18	60009993	60011143	-	ENSG00000256704.3	ENST00000589292.1
chr18	60016777	60017441	-	ENSG00000267742.1	ENST00000591086.1
chr18	60371061	60372775	-	ENSG00000166603.5	ENST00000299766.5
chr18	60495867	60496336	-	ENSG00000267400.1	ENST00000588017.1
chr18	60525615	60526156	-	ENSG00000267687.1	ENST00000587712.1
chr18	60794612	60794916	-	ENSG00000267513.3	ENST00000590085.1
chr18	61404857	61405205	-	ENSG00000243256.1	ENST00000482744.1
chr18	61957272	61958014	-	ENSG00000267597.1	ENST00000587900.1
chr18	62300035	62300998	-	ENSG00000267560.1	ENST00000591014.1
chr18	62372893	62378130	-	ENSG00000267341.1	ENST00000589084.1
chr18	62525918	62526793	-	ENSG00000278017.2	ENST00000612025.2
chr18	62650307	62650601	-	ENSG00000243549.3	ENST00000481678.3
chr18	62731225	62731332	-	ENSG00000206746.1	ENST00000384019.1
chr18	63151113	63151320	-	ENSG00000267766.1	ENST00000587475.1
chr18	63415316	63416469	-	ENSG00000267430.1	ENST00000589763.1
chr18	63966405	63970181	-	ENSG00000283667.1	ENST00000637973.1
chr18	64677795	64677993	-	ENSG00000275448.1	ENST00000621395.1
chr18	64872263	64992828	-	ENSG00000286800.1	ENST00000662570.1
chr18	65105872	65125710	-	ENSG00000263863.1	ENST00000581632.1
chr18	65917781	65920942	-	ENSG00000263622.1	ENST00000578673.1
chr18	66068749	66069647	-	ENSG00000264685.1	ENST00000584766.1
chr18	67137610	67137751	-	ENSG00000264054.1	ENST00000579952.1
chr18	67481790	67484966	-	ENSG00000260578.1	ENST00000562669.1
chr18	67506586	67516720	-	ENSG00000171451.15	ENST00000310045.9
chr18	67602691	67603022	-	ENSG00000264040.1	ENST00000580252.1
chr18	67707928	67708246	-	ENSG00000265472.1	ENST00000577280.1
chr18	67788267	67791035	-	ENSG00000264104.1	ENST00000578727.1
chr18	67808504	67814822	-	ENSG00000265555.1	ENST00000580659.1
chr18	67830670	67831967	-	ENSG00000265240.1	ENST00000584299.1
chr18	68237099	68495133	-	ENSG00000287907.1	ENST00000661028.1
chr18	68277801	68278243	-	ENSG00000260747.1	ENST00000567372.1
chr18	68753178	68754583	-	ENSG00000263637.1	ENST00000579923.1
chr18	68992717	68993375	-	ENSG00000264236.1	ENST00000584419.1
chr18	69398725	69399249	-	ENSG00000278532.1	ENST00000619582.1
chr18	69483626	69618694	-	ENSG00000265643.1	ENST00000583991.1
chr18	69704977	69724975	-	ENSG00000266840.1	ENST00000584753.1
chr18	70335500	70337310	-	ENSG00000266304.2	ENST00000578633.2
chr18	70380139	70384591	-	ENSG00000266278.1	ENST00000582251.1
chr18	70630518	70650953	-	ENSG00000263417.6	ENST00000582578.4
chr18	71000476	71011490	-	ENSG00000265781.1	ENST00000584078.1
chr18	71215617	71237158	-	ENSG00000265484.2	ENST00000581940.2
chr18	71890408	71944577	-	ENSG00000265995.1	ENST00000580927.1
chr18	72743755	72745961	-	ENSG00000265579.1	ENST00000584727.1
chr18	72853320	72853382	-	ENSG00000263750.1	ENST00000583040.1
chr18	73711328	73715490	-	ENSG00000265380.1	ENST00000578740.1
chr18	73914404	74034161	-	ENSG00000263655.1	ENST00000581541.1
chr18	73921938	73922631	-	ENSG00000278902.1	ENST00000623454.1
chr18	74389883	74390297	-	ENSG00000235297.3	ENST00000474180.1
chr18	74464409	74468707	-	ENSG00000287689.1	ENST00000653759.1
chr18	74561380	74562100	-	ENSG00000264340.1	ENST00000583702.1
chr18	75103586	75106260	-	ENSG00000278911.1	ENST00000624305.1
chr18	75112136	75125565	-	ENSG00000285915.1	ENST00000647939.1
chr18	75432702	75436957	-	ENSG00000266774.1	ENST00000579278.1
chr18	75506226	75508114	-	ENSG00000287295.1	ENST00000663697.1
chr18	75844924	75868252	-	ENSG00000266460.1	ENST00000581971.1
chr18	76008117	76015861	-	ENSG00000264108.1	ENST00000579775.1
chr18	76173303	76177738	-	ENSG00000266743.1	ENST00000578035.1
chr18	76227989	76233387	-	ENSG00000264595.1	ENST00000582755.1
chr18	76254291	76255214	-	ENSG00000265717.1	ENST00000579714.1
chr18	76385641	76389406	-	ENSG00000280205.1	ENST00000624840.1
chr18	76615159	76617645	-	ENSG00000286090.1	ENST00000652480.1
chr18	76703443	76704254	-	ENSG00000265934.1	ENST00000584870.1
chr18	76759684	76759866	-	ENSG00000265626.1	ENST00000582716.1
chr18	76794731	76822295	-	ENSG00000264278.1	ENST00000585258.1
chr18	76800663	76800774	-	ENSG00000252097.1	ENST00000516288.1
chr18	76805150	76805736	-	ENSG00000278107.1	ENST00000622010.1
chr18	76834428	76834888	-	ENSG00000244229.1	ENST00000481064.1
chr18	76840837	76841102	-	ENSG00000275355.1	ENST00000611637.1
chr18	76884934	76888724	-	ENSG00000265261.1	ENST00000583058.1
chr18	77002848	77006846	-	ENSG00000279811.1	ENST00000624814.1
chr18	77108283	77110537	-	ENSG00000279433.1	ENST00000624212.1
chr18	77431562	77431689	-	ENSG00000199392.1	ENST00000362522.1
chr18	77435252	77437242	-	ENSG00000264736.1	ENST00000582658.1
chr18	77632927	77633360	-	ENSG00000271702.1	ENST00000603459.1
chr18	77647013	77650973	-	ENSG00000286727.1	ENST00000657574.1
chr18	77863463	77863567	-	ENSG00000252260.1	ENST00000516451.1
chr18	77983019	77986610	-	ENSG00000264334.1	ENST00000579480.1
chr18	78544094	78544188	-	ENSG00000201723.2	ENST00000364853.2
chr18	78795611	78796672	-	ENSG00000266273.1	ENST00000580487.1
chr18	78908628	78918993	-	ENSG00000266586.1	ENST00000578030.1
chr18	78925063	78927441	-	ENSG00000265101.1	ENST00000580639.1
chr18	79185800	79191559	-	ENSG00000286245.1	ENST00000652152.1
chr18	79253576	79254856	-	ENSG00000267628.1	ENST00000591742.1
